Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Pande, A.P., Devane, S.R.","57205688117;24461215900;","SMART-TCP: A novel TCP variant for IoT enabled smart city",2019,"Journal of Advanced Research in Dynamical and Control Systems","11","4 Special Issue",,"428","439",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071914571&partnerID=40&md5=e0ae3193e191b18f0b9e499dddfd3381",Article,"Final",,Scopus,2-s2.0-85071914571
"Gosavi, A., Fraioli, G., Sneed, L.H., Tasker, N.","6603595178;57195316880;36093363000;57210346149;","Discrete-Event-Based Simulation Model for Performance Evaluation of Post-Earthquake Restoration in a Smart City",2019,"IEEE Transactions on Engineering Management",,,,"","",,,"10.1109/TEM.2019.2927318","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070378487&doi=10.1109%2fTEM.2019.2927318&partnerID=40&md5=074f5b6c09ddd3811689442ca639266f",Article,"Article in Press",,Scopus,2-s2.0-85070378487
"Islam, N., Haseeb, K., Almogren, A., Din, I.U., Guizani, M., Altameem, A.","35173270600;55781860900;8970033500;55428202900;7004750176;55331466600;","A framework for topological based map building: A solution to autonomous robot navigation in smart cities",2019,"Future Generation Computer Systems",,,,"","",,,"10.1016/j.future.2019.10.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074464202&doi=10.1016%2fj.future.2019.10.036&partnerID=40&md5=30276d29e6dd307fec3e308427fed291",Article,"Article in Press",,Scopus,2-s2.0-85074464202
"Ben Yahia, N., Eljaoued, W., Bellamine Ben Saoud, N., Colomo-Palacios, R.","55308386900;57196147868;15069982900;25653963200;","Towards sustainable collaborative networks for smart cities co-governance",2019,"International Journal of Information Management",,, 102037,"","",,,"10.1016/j.ijinfomgt.2019.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075866490&doi=10.1016%2fj.ijinfomgt.2019.11.005&partnerID=40&md5=e6ad75df7f4726f1c7cdfbb224102da9",Article,"Article in Press",,Scopus,2-s2.0-85075866490
"Rodriguez-Hernandez, M.A., Gomez-Sacristan, A., Gomez-Cuadrado, D.","7004927616;56974451700;57208544937;","SimulCity: Planning Communications in Smart Cities",2019,"IEEE Access","7",, 8681446,"46870","46884",,,"10.1109/ACCESS.2019.2909322","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065088696&doi=10.1109%2fACCESS.2019.2909322&partnerID=40&md5=830e58622531951c44bd66ec34abb7da",Article,"Final",Open Access,Scopus,2-s2.0-85065088696
"Minoli, D., Occhiogrosso, B.","7004258407;6507906811;","Practical Aspects for the Integration of 5G Networks and IoT Applications in Smart Cities Environments",2019,"Wireless Communications and Mobile Computing","2019",, 5710834,"","",,,"10.1155/2019/5710834","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071109280&doi=10.1155%2f2019%2f5710834&partnerID=40&md5=d6d2f68499f425c6f18818b9ba1ea03e",Review,"Final",Open Access,Scopus,2-s2.0-85071109280
"Kinoshita, S., Wakatsuki, M., Horinouchi, S., Tanabe, S., Higashi, A.","57208223955;57208223388;57208229421;55347162500;36813219100;","Fujitsu’s deep learning technology that enables smart city monitoring",2019,"Fujitsu Scientific and Technical Journal","55","2",,"30","37",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064154516&partnerID=40&md5=b6e40500aa1f2388498c77af3934b4a1",Article,"Final",,Scopus,2-s2.0-85064154516
"Wei, L., Hu, Y.","57200696954;57205627728;","Research on new and old kinetic energy transformation supported by smart city construction in big data era",2019,"Journal of Advanced Computational Intelligence and Intelligent Informatics",,,,"102","106",,,"10.20965/jaciii.2019.p0102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060894353&doi=10.20965%2fjaciii.2019.p0102&partnerID=40&md5=b7311489085f0187d18827de6845c233",Article,"Final",,Scopus,2-s2.0-85060894353
"Jeannot, G.","8359221500;","Smart city projects in the continuity of the urban socio-technical regime: The French case",2019,"Information Polity","24","3",,"325","343",,1,"10.3233/IP-190128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072233011&doi=10.3233%2fIP-190128&partnerID=40&md5=ccd3bd9a5dd00018d6fd7ce472918b33",Article,"Final",Open Access,Scopus,2-s2.0-85072233011
"Al-Azzam, M.K., Alazzam, M.B.","57202814524;56814920200;","Smart city and Smart-Health framework, challenges and opportunities",2019,"International Journal of Advanced Computer Science and Applications","10","2",,"171","176",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063565085&partnerID=40&md5=2ae39c69737089491dba9e32a49b4ac2",Article,"Final",,Scopus,2-s2.0-85063565085
"Charalabidis, Y., Theocharopoulou, C.","15018964000;26029624300;","A participative method for prioritizing smart city interventions in medium-sized municipalities",2019,"International Journal of Public Administration in the Digital Age","6","1",,"41","63",,1,"10.4018/IJPADA.2019010103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063931638&doi=10.4018%2fIJPADA.2019010103&partnerID=40&md5=99812d5313d02bc9f2cf18fabe996f48",Article,"Final",,Scopus,2-s2.0-85063931638
"Berke, S.","57210163676;","The sustainable development of data-driven smart cities: Citizen-centered urban governance and networked digital technologies",2019,"Geopolitics, History, and International Relations","11","1",,"122","127",,,"10.22381/GHIR11120199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069720172&doi=10.22381%2fGHIR11120199&partnerID=40&md5=5563f8dbf96c791f4b84e770c25642e5",Article,"Final",Open Access,Scopus,2-s2.0-85069720172
"Bamwesigye, D., Hlavackova, P.","57194657465;55821610200;","Analysis of sustainable transport for smart cities",2019,"Sustainability (Switzerland)","11","7", 2140,"","",,2,"10.3390/SU11072140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069816308&doi=10.3390%2fSU11072140&partnerID=40&md5=7f0483b59106c1fa9b15ac386e2b5a92",Article,"Final",Open Access,Scopus,2-s2.0-85069816308
"Truskolaski, T., Waligóra, K.","57212081858;57189358968;","The role of the bialystok science and technology park in implementing the smart city concept",2019,"Ekonomista","2019-January","4",,"452","471",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075866049&partnerID=40&md5=99a7b8a864f1b0242033829904f27a9f",Article,"Final",,Scopus,2-s2.0-85075866049
"Allen, B., Tamindael, L.E., Bickerton, S.H., Cho, W.","36779336000;57211914237;57211332088;55339184400;","Does citizen coproduction lead to better urban services in smart cities projects? An empirical study on e-participation in a mobile big data platform",2019,"Government Information Quarterly",,, 101412,"","",,,"10.1016/j.giq.2019.101412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075363355&doi=10.1016%2fj.giq.2019.101412&partnerID=40&md5=379906302b24eb6ec054f34e192d6156",Article,"Article in Press",,Scopus,2-s2.0-85075363355
"Kumar, A., Jaiswal, A.","56718788600;56828871900;","Scalable intelligent data-driven decision making for cognitive cities",2019,"Energy Systems",,,,"","",,,"10.1007/s12667-019-00369-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075356545&doi=10.1007%2fs12667-019-00369-5&partnerID=40&md5=1ba4cd5bfd0f457a7bdb8b450df2fc29",Article,"Article in Press",,Scopus,2-s2.0-85075356545
"Moradi, S.","36350103900;","The scientometrics of literature on smart cities",2019,"Library Hi Tech",,,,"","",,,"10.1108/LHT-12-2018-0203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068402871&doi=10.1108%2fLHT-12-2018-0203&partnerID=40&md5=eafab99a53908a60200f54f7958a58c2",Article,"Article in Press",,Scopus,2-s2.0-85068402871
"Chatterjee, S., Kar, A.K., Mustafa, S.Z.","56857082100;55911169300;57197727916;","Securing IoT devices in smart cities of India: from ethical and enterprise information system management perspective",2019,"Enterprise Information Systems",,,,"","",,,"10.1080/17517575.2019.1654617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070859329&doi=10.1080%2f17517575.2019.1654617&partnerID=40&md5=84b3d43b4227fe11adb987e7921dd882",Article,"Article in Press",,Scopus,2-s2.0-85070859329
"Kearney, H., Kliestik, T., Kovacova, M., Vochozka, M.","57210150168;26323322300;57203121841;26028192300;","The embedding of smart digital technologies within urban infrastructures: Governance networks, real-time data sustainability, and the cognitive internet of things",2019,"Geopolitics, History, and International Relations","11","1",,"98","103",,,"10.22381/GHIR11120195","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069724020&doi=10.22381%2fGHIR11120195&partnerID=40&md5=b0a6560f1e1cc1b650bde47086179497",Article,"Final",Open Access,Scopus,2-s2.0-85069724020
"Mirzaeinia, A., Hassanalian, M.","57209607524;56242374200;","Minimum-cost drone-nest matching through the Kuhn-Munkres algorithm in smart cities: Energy management and efficiency enhancement",2019,"Aerospace","6","11", 125,"","",,,"10.3390/aerospace6110125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075841659&doi=10.3390%2faerospace6110125&partnerID=40&md5=750ebcb158744ab698b13bc64288f1ca",Article,"Final",Open Access,Scopus,2-s2.0-85075841659
"Le, L.T., Nguyen, H., Zhou, J., Dou, J., Moayedi, H.","57209822728;57209589544;56525476500;56017411000;55923628500;","Estimating the heating load of buildings for smart city planning using a novel artificial intelligence technique PSO-XGBoost",2019,"Applied Sciences (Switzerland)","9","13", 2714,"","",,6,"10.3390/APP9132714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069797929&doi=10.3390%2fAPP9132714&partnerID=40&md5=d59db2aefd3015f35eea084a85f1d2fe",Article,"Final",Open Access,Scopus,2-s2.0-85069797929
"Tătulea, P., Călin, F., Brad, R., Brâncovean, L., Greavu, M.","57210259841;57210259276;6603268467;57210255470;57210258130;","Smart city parking lot occupancy solution",2019,"International Journal of Advanced Computer Science and Applications","10","7",,"36","42",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070056994&partnerID=40&md5=d33b84b422b377ff8ef0b0fa5cfa94cb",Article,"Final",,Scopus,2-s2.0-85070056994
"Biyik, C.","57209654954;","Smart cities in Turkey: Approaches, advances and applications with greater consideration for future urban transport development",2019,"Energies","12","12", 2308,"","",,1,"10.3390/en12122308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068371756&doi=10.3390%2fen12122308&partnerID=40&md5=c0cbd67b163f24fe1a5f0ab127b87238",Article,"Final",Open Access,Scopus,2-s2.0-85068371756
"Orrego, R.B.S., Barbosa, J.L.V.","57211296211;8375489800;","A model for resource management in smart cities based on crowdsourcing and gamification",2019,"Journal of Universal Computer Science","25","8",,"1018","1038",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073333413&partnerID=40&md5=5617d652fabd792b7c63be69487c68aa",Article,"Final",,Scopus,2-s2.0-85073333413
"Lv, B., Xu, H., Wu, J., Tian, Y., Zhang, Y., Zheng, Y., Yuan, C., Tian, S.","35280062700;57209595558;57196358064;57207115330;57208761457;57203964233;14520102100;35199144900;","LiDAR-Enhanced Connected Infrastructures Sensing and Broadcasting High-Resolution Traffic Information Serving Smart Cities",2019,"IEEE Access","7",, 8737958,"79895","79907",,1,"10.1109/ACCESS.2019.2923421","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068961557&doi=10.1109%2fACCESS.2019.2923421&partnerID=40&md5=4d14097cf546c85c8b2f73a272a66e15",Article,"Final",Open Access,Scopus,2-s2.0-85068961557
"Qiu, J., Chai, Y., Tian, Z., Du, X., Guizani, M.","57211860285;57207122665;9636602700;57205479965;7004750176;","Automatic Concept Extraction Based on Semantic Graphs From Big Data in Smart City",2019,"IEEE Transactions on Computational Social Systems",,,,"","",,,"10.1109/TCSS.2019.2946181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074460067&doi=10.1109%2fTCSS.2019.2946181&partnerID=40&md5=fb3b06ef5f1e964a938f52fed1b80c67",Article,"Article in Press",,Scopus,2-s2.0-85074460067
"Abdulla, Z.R., Hussein, S.H.","57208795256;57208802208;","Urban decision making activating the local community in the reconstruction of the old city of Mosul",2019,"AUS",,"26",,"461","467",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074143000&partnerID=40&md5=3e24ae17a0f1452a8012e482c007436c",Article,"Final",,Scopus,2-s2.0-85074143000
"Cueva, C.L.","57197815269;","Towards the idea of smart cities. The alternative city proposals of Juan Navarro Baldeweg for Madrid-based Centro de Cálculo [Hacia la idea de ciudades inteligentes. Las propuestas alternativas de ciudad de Juan Navarro Baldeweg para el Centro de Cálculo de Madrid]",2019,"Rita Revista Indexada de Textos Academicos",,"12",,"82","90",,,"10.24192/2386-7027(2019)(V12)(02)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076016601&doi=10.24192%2f2386-7027%282019%29%28V12%29%2802%29&partnerID=40&md5=ab6a1d787608fcb419f8ab73a6ebd077",Review,"Final",Open Access,Scopus,2-s2.0-85076016601
"Eicher, A.","56672765000;","Barcelona’s own way: Smart city and the democratic alternative [Barcelonas eigener weg: Smart city und die demokratische alternative]",2019,"gis.Business","2019","4",,"15","21",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073423669&partnerID=40&md5=d1607eefc60ec54c24d671d552727f8f",Article,"Final",,Scopus,2-s2.0-85073423669
"Lin, F.-T.","57211752373;","Drawing a knowledge map of smart city knowledge in academia",2019,"Knowledge Organization","46","6",,"419","438",,,"10.5771/0943-7444-2019-6-419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074937990&doi=10.5771%2f0943-7444-2019-6-419&partnerID=40&md5=2c8bde3fe828d37a163392d50b4972cf",Article,"Final",,Scopus,2-s2.0-85074937990
"Wang, H., Zhang, H., Wang, Z., Chen, Q.","57190177238;7409200461;8611937700;36571318600;","Gait planning and sensory feedback control for robotic sensor systems in smart cities",2019,"Sensors and Materials","31","6",,"2073","2087",,,"10.18494/SAM.2019.2251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068553777&doi=10.18494%2fSAM.2019.2251&partnerID=40&md5=c7b320044a59698b9b1630c6921265f9",Article,"Final",Open Access,Scopus,2-s2.0-85068553777
"Toutouh, J., Rossit, D., Nesmachnow, S.","35362760300;57195224717;20734981200;","Soft computing methods for multiobjective location of garbage accumulation points in smart cities",2019,"Annals of Mathematics and Artificial Intelligence",,,,"","",,,"10.1007/s10472-019-09647-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068125460&doi=10.1007%2fs10472-019-09647-5&partnerID=40&md5=f2b9c2e4491ed4fdcdbe387bdebb0592",Article,"Article in Press",,Scopus,2-s2.0-85068125460
"Badii, C., Bellini, P., Difino, A., Nesi, P.","57118053300;7006393521;6507876574;7003901227;","Sii-mobility: An IoT/IoE architecture to enhance smart city mobility and transportation services",2019,"Sensors (Switzerland)","19","1", 1,"","",,6,"10.3390/s19010001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058908971&doi=10.3390%2fs19010001&partnerID=40&md5=7671f36ef0d46a875ed305c0f94d5b81",Article,"Final",Open Access,Scopus,2-s2.0-85058908971
"Ye, H., Li, F.M., Liu, Z.X., Deng, X.D.","57195608791;57211778651;55714543700;57211646597;","A green energy consumption policy of Bluetooth mobile devices for smart cities",2019,"Computing",,,,"","",,,"10.1007/s00607-019-00765-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074706059&doi=10.1007%2fs00607-019-00765-w&partnerID=40&md5=0d19c017b2ca8ec6363b4c0618c2eb1c",Article,"Article in Press",,Scopus,2-s2.0-85074706059
"Moustaka, V., Vakali, A., Anthopoulos, L.G.","57204534971;6701925503;35809721600;","A systematic review for smart city data analytics",2019,"ACM Computing Surveys","51","5", 103,"","",,7,"10.1145/3239566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055989566&doi=10.1145%2f3239566&partnerID=40&md5=6d248ff481d4a764e0cdad5c963c0cad",Review,"Final",,Scopus,2-s2.0-85055989566
"Sato, M., Fukuyama, Y., Iizaka, T., Matsui, T.","57192554144;7201926115;6507738439;7403576837;","Total optimization of energy networks in a smart city by multi-population global-best modified brain storm optimization with migration",2019,"Algorithms","12","1", 15,"","",,1,"10.3390/a12010015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060460940&doi=10.3390%2fa12010015&partnerID=40&md5=18a5cd2a6f5a5fb6060ff5d9ccb6e451",Article,"Final",Open Access,Scopus,2-s2.0-85060460940
"Hoadjli, A., Rezeg, K.","57200161364;55695693500;","A scalable mobile context-aware recommender system for a smart city administration",2019,"International Journal of Parallel, Emergent and Distributed Systems",,,,"","",,,"10.1080/17445760.2019.1626855","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067586775&doi=10.1080%2f17445760.2019.1626855&partnerID=40&md5=155e5f08e9cc15abda618d2193ca4942",Article,"Article in Press",,Scopus,2-s2.0-85067586775
"Cavalheiro, M.B., Joia, L.A., Cavalheiro, G.M.D.C.","57208407038;6602356691;25926306700;","Towards a Smart Tourism Destination Development Model: Promoting Environmental, Economic, Socio-cultural and Political Values",2019,"Tourism Planning and Development",,,,"","",,,"10.1080/21568316.2019.1597763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064662467&doi=10.1080%2f21568316.2019.1597763&partnerID=40&md5=50a68e2d2a1d87548baad6c433519b23",Article,"Article in Press",,Scopus,2-s2.0-85064662467
"Wu, Y.J., Chen, J.-C.","57202873418;55804652000;","A structured method for smart city project selection",2019,"International Journal of Information Management",,,,"","",,1,"10.1016/j.ijinfomgt.2019.07.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069841128&doi=10.1016%2fj.ijinfomgt.2019.07.007&partnerID=40&md5=97151820657425987892c998ee4f8b6e",Article,"Article in Press",,Scopus,2-s2.0-85069841128
"Liao, S., Li, J., Wu, J., Yang, W., Guan, Z.","57204807777;56103299700;56190095000;9245772000;22634312300;","Fog-enabled vehicle as a service for computing geographical migration in smart cities",2019,"IEEE Access","7",, 8598848,"8726","8736",,3,"10.1109/ACCESS.2018.2890298","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060692427&doi=10.1109%2fACCESS.2018.2890298&partnerID=40&md5=ca2789731698ae2a6a6168666cb423dc",Article,"Final",Open Access,Scopus,2-s2.0-85060692427
